Income,Savings,Expenses,Saving Percentage,Expense Percentage,Expense Category,Expense Category Numeric,Predicted Expense Category Numeric
201443,24839,176604,12.33053519,87.66946481,Entertainment,0,0
195884,40281,155603,20.56370097,79.43629903,Entertainment,0,0
13152,4689,8463,35.65237226,64.34762774,Housing,3,3
53699,27667,26032,51.52237472,48.47762528,Food,1,4
25930,11365,14565,43.82954107,56.17045893,Housing,3,1
33894,19452,14442,57.39068862,42.60931138,Food,1,1
22129,1705,20424,7.704821727,92.29517827,Housing,3,3
63600,24888,38712,39.13207547,60.86792453,Transportation,4,4
245775,33355,212420,13.57135591,86.42864409,Entertainment,0,0
23306,2817,20489,12.08701622,87.91298378,Housing,3,3
105875,53650,52225,50.6729634,49.3270366,Transportation,4,4
156277,13789,142488,8.82343531,91.17656469,Healthcare,2,0
218225,3901,214324,1.787604537,98.21239546,Entertainment,0,0
118533,19746,98787,16.65865202,83.34134798,Transportation,4,2
149745,18577,131168,12.40575645,87.59424355,Healthcare,2,2
41619,18954,22665,45.5416997,54.4583003,Food,1,1
10096,4143,5953,41.03605388,58.96394612,Housing,3,3
40254,6921,33333,17.1933224,82.8066776,Food,1,1
93265,11229,82036,12.03988635,87.96011365,Transportation,4,4
15482,9218,6264,59.5401111,40.4598889,Housing,3,3
133685,23445,110240,17.53749486,82.46250514,Healthcare,2,2
93576,30296,63280,32.37582286,67.62417714,Transportation,4,4
28878,15667,13211,54.25237205,45.74762795,Housing,3,1
26725,8737,17988,32.69223573,67.30776427,Housing,3,1
51017,9404,41613,18.43307133,81.56692867,Food,1,4
25445,1622,23823,6.374533307,93.62546669,Housing,3,1
181086,49335,131751,27.24396143,72.75603857,Entertainment,0,0
225520,40551,184969,17.98111032,82.01888968,Entertainment,0,0
244852,16938,227914,6.917648212,93.08235179,Entertainment,0,0
16959,4807,12152,28.34483165,71.65516835,Housing,3,3
98218,17063,81155,17.37257936,82.62742064,Transportation,4,4
134055,2038,132017,1.52027153,98.47972847,Healthcare,2,2
58193,27242,30951,46.81319059,53.18680941,Food,1,4
41726,20979,20747,50.27800412,49.72199588,Food,1,1
132994,10283,122711,7.731927756,92.26807224,Healthcare,2,2
120527,32878,87649,27.2785351,72.7214649,Healthcare,2,2
142275,6592,135683,4.633280619,95.36671938,Healthcare,2,2
124147,22042,102105,17.75475847,82.24524153,Healthcare,2,2
160252,37809,122443,23.59346529,76.40653471,Healthcare,2,0
24356,3921,20435,16.09870258,83.90129742,Housing,3,3
24830,13928,10902,56.09343536,43.90656464,Housing,3,3
138958,1755,137203,1.262971545,98.73702845,Healthcare,2,2
183321,53706,129615,29.29615265,70.70384735,Entertainment,0,0
24686,12871,11815,52.13886413,47.86113587,Housing,3,3
19423,2356,17067,12.12994903,87.87005097,Housing,3,3
36514,8082,28432,22.13397601,77.86602399,Food,1,1
53148,17543,35605,33.0078272,66.9921728,Food,1,4
228659,42828,185831,18.73007404,81.26992596,Entertainment,0,0
135373,1369,134004,1.011279945,98.98872005,Healthcare,2,2
124217,69997,54220,56.35058003,43.64941997,Healthcare,2,4
93156,27381,65775,29.39263171,70.60736829,Transportation,4,4
105863,31471,74392,29.72804474,70.27195526,Transportation,4,2
61709,22971,38738,37.22471601,62.77528399,Transportation,4,4
119863,1780,118083,1.485028741,98.51497126,Transportation,4,2
169839,32375,137464,19.06217064,80.93782936,Healthcare,2,0
127921,10920,117001,8.536518633,91.46348137,Healthcare,2,2
69613,9413,60200,13.52189965,86.47810035,Transportation,4,4
12103,3839,8264,31.71940841,68.28059159,Housing,3,3
74673,27209,47464,36.43753432,63.56246568,Transportation,4,4
76763,9441,67322,12.298894,87.701106,Transportation,4,4
67111,19649,47462,29.27835973,70.72164027,Transportation,4,4
50355,27667,22688,54.94389832,45.05610168,Food,1,4
173838,40956,132882,23.55986608,76.44013392,Healthcare,2,0
16671,2074,14597,12.4407654,87.5592346,Housing,3,3
94925,41491,53434,43.70924414,56.29075586,Transportation,4,4
42145,9650,32495,22.89714082,77.10285918,Food,1,1
172886,25682,147204,14.85487547,85.14512453,Healthcare,2,0
25330,318,25012,1.255428346,98.74457165,Housing,3,1
225841,25571,200270,11.32256765,88.67743235,Entertainment,0,0
36028,10455,25573,29.01909626,70.98090374,Food,1,1
238968,59048,179920,24.70958455,75.29041545,Entertainment,0,0
202075,49699,152376,24.59433379,75.40566621,Entertainment,0,0
15165,8866,6299,58.46356742,41.53643258,Housing,3,3
19840,9343,10497,47.09173387,52.90826613,Housing,3,3
217959,68544,149415,31.44811639,68.55188361,Entertainment,0,0
237027,44365,192662,18.71727693,81.28272307,Entertainment,0,0
42158,14683,27475,34.8285023,65.1714977,Food,1,1
240927,46585,194342,19.3357324,80.6642676,Entertainment,0,0
68028,28301,39727,41.60198742,58.39801258,Transportation,4,4
160126,59620,100506,37.23317887,62.76682113,Healthcare,2,0
238754,34717,204037,14.54090822,85.45909178,Entertainment,0,0
96858,24441,72417,25.23384749,74.76615251,Transportation,4,4
248929,26933,221996,10.81955096,89.18044904,Entertainment,0,0
190968,51075,139893,26.74531859,73.25468141,Entertainment,0,0
21253,5949,15304,27.9913424,72.0086576,Housing,3,3
47644,20992,26652,44.0601125,55.9398875,Food,1,1
225532,32125,193407,14.2440984,85.7559016,Entertainment,0,0
45220,23946,21274,52.95444494,47.04555506,Food,1,1
70085,17646,52439,25.17799815,74.82200185,Transportation,4,4
221448,31383,190065,14.17172429,85.82827571,Entertainment,0,0
156653,38186,118467,24.37616898,75.62383102,Healthcare,2,0
108154,3986,104168,3.685485511,96.31451449,Transportation,4,2
246837,13198,233639,5.346848325,94.65315167,Entertainment,0,0
189266,3045,186221,1.608846808,98.39115319,Entertainment,0,0
93366,9883,83483,10.58522374,89.41477626,Transportation,4,4
238512,64551,173961,27.06404709,72.93595291,Entertainment,0,0
121828,49851,71977,40.91916472,59.08083528,Healthcare,2,2
54525,19927,34598,36.54653829,63.45346171,Food,1,4
192340,10872,181468,5.652490382,94.34750962,Entertainment,0,0
229618,40377,189241,17.58442282,82.41557718,Entertainment,0,0
40317,11734,28583,29.10434804,70.89565196,Food,1,1
99787,17742,82045,17.77987113,82.22012887,Transportation,4,4
87187,30918,56269,35.46170874,64.53829126,Transportation,4,4
53132,31471,21661,59.23172476,40.76827524,Food,1,1
18656,3084,15572,16.53087479,83.46912521,Housing,3,3
90206,36368,53838,40.31660865,59.68339135,Transportation,4,4
245544,56300,189244,22.92868081,77.07131919,Entertainment,0,0
186762,15830,170932,8.476028314,91.52397169,Entertainment,0,0
69859,4136,65723,5.920497001,94.079503,Transportation,4,4
199913,48407,151506,24.2140331,75.7859669,Entertainment,0,0
124772,9619,115153,7.709261693,92.29073831,Healthcare,2,2
244851,52870,191981,21.59272374,78.40727626,Entertainment,0,0
236705,15597,221108,6.589214423,93.41078558,Entertainment,0,0
127441,2336,125105,1.833005077,98.16699492,Healthcare,2,2
238957,54639,184318,22.86562017,77.13437983,Entertainment,0,0
172748,65191,107557,37.73762938,62.26237062,Healthcare,2,0
47613,2543,45070,5.340978304,94.6590217,Food,1,4
165110,51248,113862,31.03870147,68.96129853,Healthcare,2,0
40130,3278,36852,8.168452529,91.83154747,Food,1,1
23512,14092,9420,59.93535216,40.06464784,Housing,3,3
101558,20043,81515,19.73552059,80.26447941,Transportation,4,2
78182,23388,54794,29.91481415,70.08518585,Transportation,4,4
68292,11433,56859,16.74134598,83.25865402,Transportation,4,4
68605,26461,42144,38.57007507,61.42992493,Transportation,4,4
22134,7998,14136,36.13445378,63.86554622,Housing,3,3
22133,3888,18245,17.56652962,82.43347038,Housing,3,3
130029,62591,67438,48.136185,51.863815,Healthcare,2,4
163151,37780,125371,23.15646242,76.84353758,Healthcare,2,0
231055,52201,178854,22.59245634,77.40754366,Entertainment,0,0
69256,3565,65691,5.147568442,94.85243156,Transportation,4,4
193711,49100,144611,25.3470376,74.6529624,Entertainment,0,0
71786,1204,70582,1.677207255,98.32279275,Transportation,4,4
29966,15725,14241,52.47613962,47.52386038,Housing,3,1
21327,7532,13795,35.31673466,64.68326534,Housing,3,3
14098,6752,7346,47.8933182,52.1066818,Housing,3,3
26656,4266,22390,16.00390156,83.99609844,Housing,3,1
166895,21594,145301,12.93867402,87.06132598,Healthcare,2,0
226405,29645,196760,13.0937921,86.9062079,Entertainment,0,0
37685,18135,19550,48.1225952,51.8774048,Food,1,1
35155,8963,26192,25.49566207,74.50433793,Food,1,1
28449,3700,24749,13.00572955,86.99427045,Housing,3,1
40506,15333,25173,37.85365131,62.14634869,Food,1,1
120532,57585,62947,47.77569442,52.22430558,Healthcare,2,4
191223,55466,135757,29.00592502,70.99407498,Entertainment,0,0
144970,36641,108329,25.27488446,74.72511554,Healthcare,2,2
122118,63352,58766,51.87769207,48.12230793,Healthcare,2,4
59672,10694,48978,17.92130312,82.07869688,Food,1,4
17341,2838,14503,16.36583819,83.63416181,Housing,3,3
30152,8000,22152,26.53223667,73.46776333,Food,1,1
15188,2944,12244,19.38372399,80.61627601,Housing,3,3
156338,54068,102270,34.58404227,65.41595773,Healthcare,2,0
93302,9619,83683,10.30953249,89.69046751,Transportation,4,4
68692,25056,43636,36.47586327,63.52413673,Transportation,4,4
107355,54823,52532,51.06702063,48.93297937,Transportation,4,4
15962,5301,10661,33.21012404,66.78987596,Housing,3,3
61866,17247,44619,27.87799437,72.12200563,Transportation,4,4
10622,2307,8315,21.71907362,78.28092638,Housing,3,3
189000,41755,147245,22.09259259,77.90740741,Entertainment,0,0
75311,42761,32550,56.77922216,43.22077784,Transportation,4,4
11821,453,11368,3.8321631,96.1678369,Housing,3,3
219797,66176,153621,30.10778127,69.89221873,Entertainment,0,0
47518,5343,42175,11.24416011,88.75583989,Food,1,4
49792,1801,47991,3.617046915,96.38295308,Food,1,4
38641,21281,17360,55.07362646,44.92637354,Food,1,1
60399,15340,45059,25.39777149,74.60222851,Transportation,4,4
33359,15700,17659,47.0637609,52.9362391,Food,1,1
35773,19737,16036,55.17289576,44.82710424,Food,1,1
160277,50674,109603,31.61651391,68.38348609,Healthcare,2,0
50252,11982,38270,23.84382711,76.15617289,Food,1,4
235889,47619,188270,20.18703712,79.81296288,Entertainment,0,0
247229,23916,223313,9.673622431,90.32637757,Entertainment,0,0
44231,21200,23031,47.93018471,52.06981529,Food,1,1
94872,8230,86642,8.674846108,91.32515389,Transportation,4,4
79186,5720,73466,7.223499103,92.7765009,Transportation,4,4
10177,2349,7828,23.08145819,76.91854181,Housing,3,3
10821,3348,7473,30.9398392,69.0601608,Housing,3,3
68619,33099,35520,48.23591134,51.76408866,Transportation,4,4
249005,54259,194746,21.7903255,78.2096745,Entertainment,0,0
46688,9694,36994,20.76336532,79.23663468,Food,1,1
22854,7779,15075,34.0378052,65.9621948,Housing,3,3
172022,67386,104636,39.17289649,60.82710351,Healthcare,2,0
184679,18414,166265,9.970814224,90.02918578,Entertainment,0,0
47815,18336,29479,38.34779881,61.65220119,Food,1,1
62071,29532,32539,47.57777384,52.42222616,Transportation,4,4
77803,15532,62271,19.96324049,80.03675951,Transportation,4,4
27009,13460,13549,49.83524011,50.16475989,Housing,3,1
211141,20132,191009,9.534860591,90.46513941,Entertainment,0,0
20827,4267,16560,20.4878283,79.5121717,Housing,3,3
47788,9290,38498,19.44002678,80.55997322,Food,1,1
236445,46349,190096,19.60244454,80.39755546,Entertainment,0,0
194079,54772,139307,28.22149743,71.77850257,Entertainment,0,0
16520,4598,11922,27.83292978,72.16707022,Housing,3,3
216615,28621,187994,13.21284306,86.78715694,Entertainment,0,0
178065,69673,108392,39.12784657,60.87215343,Healthcare,2,0
26662,1095,25567,4.10696872,95.89303128,Housing,3,1
29749,4951,24798,16.64257622,83.35742378,Housing,3,1
107403,1831,105572,1.704794093,98.29520591,Transportation,4,2
25435,4971,20464,19.54393552,80.45606448,Housing,3,1
19647,6667,12980,33.93393393,66.06606607,Housing,3,3
113147,54570,58577,48.22929463,51.77070537,Transportation,4,4
11757,4158,7599,35.36616484,64.63383516,Housing,3,3
146302,43064,103238,29.43500431,70.56499569,Healthcare,2,2
24790,13552,11238,54.66720452,45.33279548,Housing,3,3
10906,5919,4987,54.27287732,45.72712268,Housing,3,3
164966,8886,156080,5.386564504,94.6134355,Healthcare,2,0
234810,39484,195326,16.81529747,83.18470253,Entertainment,0,0
188793,13419,175374,7.107784717,92.89221528,Entertainment,0,0
156213,48699,107514,31.17474218,68.82525782,Healthcare,2,0
165357,52120,113237,31.51968166,68.48031834,Healthcare,2,0
237441,47856,189585,20.15490164,79.84509836,Entertainment,0,0
249921,31512,218409,12.60878438,87.39121562,Entertainment,0,0
16422,6871,9551,41.84021435,58.15978565,Housing,3,3
115838,7291,108547,6.294134913,93.70586509,Transportation,4,2
53860,11592,42268,21.52246565,78.47753435,Food,1,4
35890,16918,18972,47.13847868,52.86152132,Food,1,1
15012,5929,9083,39.49507061,60.50492939,Housing,3,3
24944,1092,23852,4.377806286,95.62219371,Housing,3,3
162803,52225,110578,32.0786472,67.9213528,Healthcare,2,0
121375,26043,95332,21.45664264,78.54335736,Healthcare,2,2
65981,28819,37162,43.67772541,56.32227459,Transportation,4,4
199796,11679,188117,5.845462372,94.15453763,Entertainment,0,0
148242,63082,85160,42.55339243,57.44660757,Healthcare,2,2
29010,4738,24272,16.33229921,83.66770079,Housing,3,1
232045,15112,216933,6.512529897,93.4874701,Entertainment,0,0
26694,6912,19782,25.8934592,74.1065408,Housing,3,1
193555,7319,186236,3.781354137,96.21864586,Entertainment,0,0
118626,55150,63476,46.49065129,53.50934871,Transportation,4,4
16962,4054,12908,23.90048343,76.09951657,Housing,3,3
131946,33107,98839,25.09132524,74.90867476,Healthcare,2,2
229746,10806,218940,4.70345512,95.29654488,Entertainment,0,0
34965,19846,15119,56.75961676,43.24038324,Food,1,1
91575,28792,62783,31.44089544,68.55910456,Transportation,4,4
37165,10227,26938,27.51782591,72.48217409,Food,1,1
229625,5329,224296,2.320740338,97.67925966,Entertainment,0,0
17326,1245,16081,7.185732425,92.81426757,Housing,3,3
157359,8952,148407,5.688902446,94.31109755,Healthcare,2,0
210696,69640,141056,33.0523598,66.9476402,Entertainment,0,0
138705,63063,75642,45.4655564,54.5344436,Healthcare,2,2
236348,34040,202308,14.40249124,85.59750876,Entertainment,0,0
99287,43505,55782,43.81741819,56.18258181,Transportation,4,4
184519,35471,149048,19.2234946,80.7765054,Entertainment,0,0
130196,5376,124820,4.129159114,95.87084089,Healthcare,2,2
104537,44547,59990,42.61362006,57.38637994,Transportation,4,4
27043,13452,13591,49.74300189,50.25699811,Housing,3,1
151765,38759,113006,25.53882648,74.46117352,Healthcare,2,0
222630,43809,178821,19.67794098,80.32205902,Entertainment,0,0
14817,4283,10534,28.90598637,71.09401363,Housing,3,3
150709,45045,105664,29.88872596,70.11127404,Healthcare,2,0
19705,5474,14231,27.77975133,72.22024867,Housing,3,3
144868,1889,142979,1.303945661,98.69605434,Healthcare,2,2
146282,60991,85291,41.69412505,58.30587495,Healthcare,2,2
115609,35583,80026,30.7787456,69.2212544,Transportation,4,2
161005,41522,119483,25.7892612,74.2107388,Healthcare,2,0
169510,28631,140879,16.89044894,83.10955106,Healthcare,2,0
213553,22077,191476,10.33794889,89.66205111,Entertainment,0,0
215851,41796,174055,19.36335713,80.63664287,Entertainment,0,0
173509,39622,133887,22.83570305,77.16429695,Healthcare,2,0
86597,38115,48482,44.01422682,55.98577318,Transportation,4,4
27910,15796,12114,56.59620208,43.40379792,Housing,3,1
228836,46714,182122,20.41374609,79.58625391,Entertainment,0,0
102373,36504,65869,35.65783947,64.34216053,Transportation,4,2
146135,9697,136438,6.635645123,93.36435488,Healthcare,2,2
85133,32361,52772,38.01228666,61.98771334,Transportation,4,4
43185,6814,36371,15.77862684,84.22137316,Food,1,1
100392,99,100293,0.098613435,99.90138656,Transportation,4,2
201879,26066,175813,12.91169463,87.08830537,Entertainment,0,0
128907,59465,69442,46.13015585,53.86984415,Healthcare,2,4
23528,3664,19864,15.57293438,84.42706562,Housing,3,3
224932,52158,172774,23.18834137,76.81165863,Entertainment,0,0
80876,24704,56172,30.54552648,69.45447352,Transportation,4,4
44981,21008,23973,46.70416398,53.29583602,Food,1,1
26127,2632,23495,10.07386994,89.92613006,Housing,3,1
45364,3026,42338,6.670487611,93.32951239,Food,1,4
36677,7429,29248,20.25520081,79.74479919,Food,1,1
226793,18329,208464,8.081819104,91.9181809,Entertainment,0,0
108948,38950,69998,35.75100048,64.24899952,Transportation,4,2
13500,3981,9519,29.48888889,70.51111111,Housing,3,3
11669,6504,5165,55.73742394,44.26257606,Housing,3,3
55810,25192,30618,45.138864,54.861136,Food,1,4
13253,1990,11263,15.0154682,84.9845318,Housing,3,3
42607,10652,31955,25.00058676,74.99941324,Food,1,1
97517,32071,65446,32.88759909,67.11240091,Transportation,4,4
58066,9155,48911,15.76654152,84.23345848,Food,1,4
59318,11235,48083,18.94028794,81.05971206,Food,1,4
223251,56914,166337,25.49327887,74.50672113,Entertainment,0,0
236359,51690,184669,21.86927513,78.13072487,Entertainment,0,0
26083,8101,17982,31.05854388,68.94145612,Housing,3,1
64431,28923,35508,44.8898822,55.1101178,Transportation,4,4
219715,24190,195525,11.00971713,88.99028287,Entertainment,0,0
57331,19064,38267,33.25251609,66.74748391,Food,1,4
162104,58938,103166,36.35814045,63.64185955,Healthcare,2,0
56971,6264,50707,10.99506767,89.00493233,Food,1,4
179070,25739,153331,14.37370861,85.62629139,Healthcare,2,0
22109,1427,20682,6.454385092,93.54561491,Housing,3,3
208879,16511,192368,7.904576334,92.09542367,Entertainment,0,0
44957,1869,43088,4.15730587,95.84269413,Food,1,4
58425,21636,36789,37.03209243,62.96790757,Food,1,4
59158,24436,34722,41.3063322,58.6936678,Food,1,4
150311,57623,92688,38.33585034,61.66414966,Healthcare,2,0
19084,9453,9631,49.53364075,50.46635925,Housing,3,3
219191,36045,183146,16.44456205,83.55543795,Entertainment,0,0
11180,2925,8255,26.1627907,73.8372093,Housing,3,3
140673,3453,137220,2.45462882,97.54537118,Healthcare,2,2
44356,3088,41268,6.96185409,93.03814591,Food,1,4
117976,51226,66750,43.42069573,56.57930427,Transportation,4,4
231138,65974,165164,28.54312143,71.45687857,Entertainment,0,0
104975,21941,83034,20.90116694,79.09883306,Transportation,4,2
195632,31025,164607,15.85885745,84.14114255,Entertainment,0,0
14683,4152,10531,28.27759995,71.72240005,Housing,3,3
71135,24598,46537,34.57932101,65.42067899,Transportation,4,4
